IDPC3,CX,CY,k3,type2.x,Cut32,Ingrowth23,Growth23,Mortality23,Mortality23_nd,Mortality_ausente23,BAc23,ba_ifn2,sf_nfi,sgdd_nfi,PPplot,PETplot,WAIplot,speimean,speimin
10423A1,507000,4752000,1,Natural,0,0,0.024622728702277108,0,0,0,0.024622728702277108,12.275963888888889,4.555556,2359.159,874,856,2.10280373831776,-0.158968907600987,-1.82028466463089
10424A1,510000,4752000,1,Natural,0,0,0.04161623835438822,0,0,0,0.04161623835438822,6.644654333333333,7.148148,2190.008,880,852,3.28638497652582,-0.158968907600987,-1.82028466463089
10425A1,511000,4752000,1,Natural,0,0,0.04707087858236872,0,0,0,0.023647535292992305,11.955484722222224,5.740741,2268.334,882,853,3.39976553341149,-0.158968907600987,-1.82028466463089
10427A1,487000,4751000,1,Natural,0,0,0.01840433705547527,0.003781549096749325,0.07170493827160493,0,0.014099057634966859,18.961789583333335,6.925926,2151.784,863,838,2.98329355608592,-0.151152223535991,-1.53396608680487
10428A1,488000,4751000,1,Natural,0,0,0.025381317014761776,0.0373975779663439,0.698116975308642,0,0.008384396347639383,18.667438194444443,7.777778,2109.013,869,835,4.07185628742515,-0.151152223535991,-1.53396608680487
10429A1,500000,4751000,1,Planted,0,0.014191978226882389,0.0528863001283408,0,0,0,0.021014394878096972,11.462656944444445,10.22222,2005.431,892,835,6.19047619047619,-0.158968907600987,-1.82028466463089
10435A1,507000,4751000,1,Natural,0,0,0.01711045362441972,0.004218425306652009,0.08059290123456792,0,0.004770896033391273,19.104972916666668,6.740741,2228.573,871,852,2.23004694835681,-0.158968907600987,-1.82028466463089
10436A1,508000,4751000,1,Natural,0,0.018934526239402477,0.044572479789473304,0,0,0,0.011608586272039092,9.79354375,5,2347.86,863,856,0.817757009345794,-0.158968907600987,-1.82028466463089
10438A1,510000,4751000,1,Natural,0,0,0.018297060297871145,0,0,0,0.01829706029787116,4.830263888888889,5.37037,2303.583,869,857,1.4002333722287,-0.158968907600987,-1.82028466463089
10440A1,486000,4750000,1,Natural,0,0.00326036133423143,0.014764430216368597,0,0,0,0.014764430216368606,19.426101777777777,7.37037,2148.172,855,840,1.78571428571429,-0.151152223535991,-1.53396608680487
10441A1,487000,4750000,1,Natural,0,0,0.02315847992111019,0,0,0,0.023158479921110198,6.628091666666667,7.37037,2143.982,860,838,2.62529832935561,-0.151152223535991,-1.53396608680487
10443A1,489000,4750000,1,Natural,1,0,0.011424038182009773,0,0,0.05664072583237066,0.01142403818200977,17.12363541666667,7.962963,2112.209,862,839,2.74135876042908,-0.151152223535991,-1.53396608680487
10444A1,490000,4750000,1,Natural,1,0,0.008716807775225995,0,0,0.06884472943746077,0.008716807775225995,26.93311827777778,9.407407,2048.452,869,837,3.8231780167264,-0.151152223535991,-1.53396608680487
10446A1,492000,4750000,1,Natural,0,0,0.02599906521211581,0.013258641730401912,0.1499410493827161,0,0.00868110405841128,11.308929861111112,12.37037,1902.451,881,835,5.50898203592814,-0.151152223535991,-1.53396608680487
10461A1,485000,4749000,1,Natural,1,0,0.017414282068383333,0,0,0.007640477338821743,0.017414282068383344,14.542430555555555,5.185185,2291.703,839,845,-0.710059171597633,-0.151152223535991,-1.53396608680487
10462A1,486000,4749000,1,Natural,1,0,0.009750595301074519,0.006636614888759481,0.14248125,0,0.013277237141278101,21.468964583333335,10.40741,1976.85,858,838,2.38663484486873,-0.151152223535991,-1.53396608680487
10466A1,492000,4749000,1,Natural,0,0,0.012891679824957529,0,0,0,0.002043376445408137,24.176918750000002,10.7037,1992.835,874,836,4.54545454545455,-0.151152223535991,-1.53396608680487
10470A1,497000,4749000,1,Natural,0,0,0.03013757725209944,0,0,0,-0.017436561007599716,12.784422222222222,15.44444,1810.775,884,835,5.86826347305389,-0.151152223535991,-1.53396608680487
10472A1,500000,4749000,1,Natural,0,0,0.01932546396782731,0.029656964303378885,0.3033416666666667,0,-0.00476906642717243,10.228345138888889,12.03704,1933.426,894,828,6.81003584229391,-0.158968907600987,-1.82028466463089
10483A1,489000,4748000,1,Natural,1,0,0.012111857385890455,0,0,0.038162647678335875,0.012111857385890455,9.668186111111112,8.703704,2058.986,855,840,1.78571428571429,-0.151152223535991,-1.53396608680487
10485A1,492000,4748000,2,Natural,1,0,0.015158941223808493,0.006073904934789421,0.08702499999999999,0,-0.0057135312395660215,14.327685555555554,7.666667,2145.218,859,846,1.53664302600473,-0.151152223535991,-1.53396608680487
10489A1,499000,4748000,1,Natural,0,0.0058437701941173245,0.04413471881854911,0.011146552334821395,0.20562569444444445,0,0.002043544424095289,18.44747041666667,18.92593,1704.481,923,822,12.287104622871,-0.151152223535991,-1.53396608680487
10490A1,501000,4748000,1,Natural,0,0,0.019427022462311462,0.010798279758972608,0.21382530864197533,0,0.009686879633951977,19.80179375,7.111111,2200.187,860,850,1.17647058823529,-0.158968907600987,-1.82028466463089
10494A1,485000,4747000,2,Natural,1,0,0.013720042495002546,0.004176659908283541,0.12172345679012346,0,0.013720042495002548,29.143731944444443,4.444444,2359.125,829,849,-2.35571260306243,-0.151152223535991,-1.53396608680487
10495A1,487000,4747000,2,Natural,0,0.0030899684672094064,0.02869532496130868,0.006511119819041672,0.140625,0,0.0072906821723992404,21.59766736111111,6.111111,2239.154,829,847,-2.12514757969303,-0.151152223535991,-1.53396608680487
10496A1,493000,4747000,1,Natural,1,0.1444377685946623,0.08220376426198484,0,0,0,0.008639900076288164,3.028236111111111,6.296296,2234.406,847,850,-0.352941176470588,-0.151152223535991,-1.53396608680487
10503A1,504000,4747000,1,Natural,0,0,0.02247088886028024,0,0,0,0.02247088886028024,10.46476388888889,4.814815,2360.116,842,859,-1.9790454016298,-0.158968907600987,-1.82028466463089
10509A1,486000,4746000,2,Natural,0,0,0.018375477713453554,0.009472507376294952,0.20947777777777776,0,0.012345345990558688,22.11429027777778,7,2184.726,828,847,-2.24321133412042,-0.151152223535991,-1.53396608680487
10511A1,491000,4746000,1,Natural,0,0,0.03953621865164864,0.01894044323062065,0.07886736111111113,0,0.008015287834990977,4.163965972222223,6.777778,2207.518,826,849,-2.70906949352179,-0.151152223535991,-1.53396608680487
10512A1,492000,4746000,1,Natural,1,0,0.017122082817406226,0.0037712192162897523,0.08361736111111112,0,0.006324685699427054,22.172500805555554,8.481481,2103.52,835,848,-1.53301886792453,-0.151152223535991,-1.53396608680487
10513A1,493000,4746000,2,Natural,1,0,0.023161091251909623,0.004713372122378799,0.13690000000000002,0.01094693586412585,0.007261245612785117,29.04502263888889,8.777778,2098.458,836,848,-1.41509433962264,-0.151152223535991,-1.53396608680487
10515A1,495000,4746000,1,Natural,0,0,0.011364451100804147,0.010715893371271205,0.17715061728395062,0,0.0063183421622328385,16.53157708333333,6.185185,2247.483,828,855,-3.15789473684211,-0.151152223535991,-1.53396608680487
10525A1,506000,4746000,1,Natural,1,0,0.01420411615557371,0.013621209346568623,0.23494753086419756,0.021425285690555573,3.345029250238645e-4,17.248654277777778,11.07407,1998.289,866,848,2.12264150943396,-0.158968907600987,-1.82028466463089
10528A1,491000,4745000,1,Natural,0,0.017640235238886613,0.08400993776856075,0,0,0,-0.023305860467318223,11.395980555555557,5.074074,2365.652,808,861,-6.15563298490128,-0.151152223535991,-1.53396608680487
10532A1,495000,4745000,2,Natural,0,0,0.019940619838801188,0.003169562817087172,0.09404444444444443,0,0.00851627464139855,29.671109194444448,5.296296,2344.959,815,856,-4.78971962616822,-0.151152223535991,-1.53396608680487
10540A1,506000,4745000,1,Natural,0,0,0.11481374331607497,0,0,0,0.024903538862260034,4.555943055555556,16.40741,1814.017,882,843,4.62633451957295,-0.158968907600987,-1.82028466463089
10541A1,508000,4745000,1,Natural,0,0,0.026139979682149938,0,0,0,-0.002168814704051355,12.53459027777778,5,2374.221,819,868,-5.64516129032258,-0.158968907600987,-1.82028466463089
10546A1,494000,4744000,1,Natural,0,0,0.02418333155280156,0,0,0,0.009923012037498074,6.363839583333334,2.851852,2539.128,800,865,-7.51445086705202,-0.151152223535991,-1.53396608680487
10558A1,509000,4744000,2,Natural,1,0,0.026838587490695214,0,0,0,0.008565921990798586,28.380025,6.333333,2261.939,817,870,-6.09195402298851,-0.158968907600987,-1.82028466463089
10565A1,497000,4743000,1,Natural,0,0,0.028711094412330933,0,0,0,0.017385489560274244,9.460733916666666,5.888889,2288.915,806,864,-6.71296296296296,-0.151152223535991,-1.53396608680487
10594A1,515000,4760000,2,Planted,1,0,0.04366531965368467,0,0,0,0.03888815631591577,25.963368055555556,13.07407,1843.309,990,827,19.7097944377267,-0.158968907600987,-1.82028466463089
10610A1,519000,4759000,1,Planted,1,0.029755716019948635,0.3367250167766905,0,0,0,0.024987741555627326,3.4056015000000004,9.777778,2014.761,967,837,15.531660692951,-0.158968907600987,-1.82028466463089
10636A1,519000,4757000,1,Planted,0,0,0.04406633714649683,0,0,0,0.010474649237933295,10.565212500000001,4.407407,2340.772,920,855,7.60233918128655,-0.158968907600987,-1.82028466463089
10644A1,519000,4756000,1,Natural,0,0,0.04093727758758749,0,0,0,0.009131343860814128,13.48065,4.481481,2344.212,915,856,6.89252336448598,-0.158968907600987,-1.82028466463089
